1284.4, 1451.9, 1574.8, 1670.5, 1747.1, 1812.7, 1870.4, 1923.3, 1972.2, 2019.2, 2067.0, 2125.2, 2237.5, 2348.9, 2431.5, 2496.8, 2551.3, 2592.2, 2624.0, 2645.1, 2637.6, 2624.1, 2609.0, 2593.9, 2579.8, 2565.9, 2552.0, 2538.1, 2524.2, 2510.4
1285.8, 1453.8, 1576.9, 1673.2, 1750.1, 1816.1, 1874.0, 1927.0, 1975.7, 2022.3, 2069.8, 2126.1, 2237.5, 2348.7, 2431.5, 2496.9, 2552.1, 2593.4, 2625.8, 2647.6, 2640.1, 2626.6, 2611.3, 2596.2, 2582.1, 2568.2, 2554.3, 2540.4, 2526.5, 2512.7
1287.1, 1455.5, 1578.8, 1675.6, 1752.9, 1819.2, 1877.3, 1930.4, 1978.9, 2025.2, 2072.3, 2126.8, 2237.4, 2348.6, 2431.5, 2497.0, 2552.8, 2594.5, 2627.4, 2649.8, 2642.4, 2628.8, 2613.5, 2598.3, 2584.2, 2570.3, 2556.4, 2542.5, 2528.6, 2514.8
1288.5, 1457.1, 1580.6, 1678.0, 1755.6, 1822.3, 1880.5, 1933.7, 1982.1, 2028.0, 2074.8, 2127.4, 2237.4, 2348.4, 2431.6, 2497.1, 2553.5, 2595.5, 2629.0, 2652.0, 2644.8, 2631.1, 2615.8, 2600.6, 2586.5, 2572.6, 2558.7, 2544.8, 2530.9, 2517.1
1289.9, 1458.7, 1582.5, 1680.4, 1758.3, 1825.3, 1883.7, 1937.1, 1985.2, 2030.8, 2077.2, 2128.1, 2237.4, 2348.3, 2431.6, 2497.1, 2554.1, 2596.5, 2630.6, 2654.2, 2647.1, 2633.3, 2618.0, 2602.7, 2588.6, 2574.7, 2560.8, 2546.9, 2533.0, 2519.2
1291.3, 1460.5, 1584.6, 1683.0, 1761.4, 1828.7, 1887.3, 1940.8, 1988.8, 2034.0, 2080.1, 2128.9, 2237.5, 2348.2, 2431.6, 2497.2, 2554.9, 2597.7, 2632.4, 2656.7, 2649.7, 2635.7, 2620.4, 2605.1, 2590.9, 2577.0, 2563.1, 2549.2, 2535.3, 2521.4
1292.7, 1462.4, 1586.8, 1685.7, 1764.6, 1832.3, 1891.1, 1944.7, 1992.5, 2037.2, 2082.9, 2129.6, 2237.5, 2348.0, 2431.6, 2497.3, 2555.7, 2598.9, 2634.3, 2659.2, 2652.2, 2638.1, 2622.7, 2607.3, 2593.1, 2579.2, 2565.3, 2551.4, 2537.5, 2523.6
1294.0, 1464.1, 1588.7, 1688.1, 1767.3, 1835.3, 1894.4, 1948.1, 1995.7, 2040.0, 2085.4, 2130.3, 2237.5, 2347.8, 2431.6, 2497.4, 2556.3, 2599.9, 2635.9, 2661.4, 2654.4, 2640.3, 2624.8, 2609.4, 2595.2, 2581.3, 2567.4, 2553.5, 2539.6, 2525.7
1295.4, 1465.8, 1590.6, 1690.6, 1770.1, 1838.5, 1897.7, 1951.5, 1998.9, 2042.9, 2088.0, 2130.9, 2237.5, 2347.7, 2431.7, 2497.4, 2557.0, 2600.9, 2637.5, 2663.5, 2656.7, 2642.5, 2626.9, 2611.5, 2597.3, 2583.4, 2569.5, 2555.6, 2541.7, 2527.8
1296.8, 1467.6, 1592.6, 1693.2, 1773.1, 1841.8, 1901.2, 1955.1, 2002.4, 2046.1, 2090.7, 2131.5, 2237.6, 2347.6, 2431.7, 2497.4, 2557.7, 2602.1, 2639.4, 2666.1, 2659.3, 2645.0, 2629.4, 2613.9, 2599.7, 2585.8, 2571.9, 2558.0, 2544.1, 2530.2
1298.3, 1469.5, 1594.8, 1696.0, 1776.2, 1845.3, 1905.0, 1958.9, 2006.0, 2049.3, 2093.6, 2132.1, 2237.6, 2347.5, 2431.7, 2497.5, 2558.6, 2603.3, 2641.3, 2668.6, 2662.0, 2647.6, 2631.9, 2616.4, 2602.2, 2588.2, 2574.3, 2560.4, 2546.5, 2532.6
1299.7, 1471.2, 1596.8, 1698.5, 1779.2, 1848.5, 1908.4, 1962.4, 2009.4, 2052.3, 2096.2, 2132.8, 2237.7, 2347.3, 2431.7, 2497.6, 2559.3, 2604.4, 2643.1, 2671.1, 2664.5, 2650.0, 2634.3, 2618.7, 2604.5, 2590.5, 2576.6, 2562.7, 2548.8, 2534.9
1301.1, 1473.0, 1598.9, 1701.0, 1782.0, 1851.8, 1911.8, 1965.9, 2012.7, 2055.3, 2098.8, 2133.4, 2237.7, 2347.2, 2431.7, 2497.6, 2560.0, 2605.5, 2644.8, 2673.3, 2666.9, 2652.4, 2636.5, 2621.0, 2606.8, 2592.8, 2578.9, 2565.0, 2551.1, 2537.2
1302.5, 1474.8, 1600.9, 1703.6, 1785.0, 1855.2, 1915.4, 1969.6, 2016.2, 2058.3, 2101.5, 2134.0, 2237.8, 2347.1, 2431.7, 2497.7, 2560.7, 2606.6, 2646.5, 2675.7, 2669.4, 2654.9, 2639.0, 2623.4, 2609.2, 2595.2, 2581.3, 2567.4, 2553.5, 2539.6
1303.9, 1476.5, 1602.8, 1706.2, 1787.9, 1858.4, 1918.9, 1973.2, 2019.6, 2061.4, 2104.2, 2134.5, 2237.8, 2346.9, 2431.7, 2497.7, 2561.4, 2607.7, 2648.3, 2678.1, 2671.9, 2657.4, 2641.4, 2625.8, 2611.6, 2597.6, 2583.7, 2569.8, 2555.9, 2542.0
