time,data_queue_size,fuel_valve_setpoint,fuel_valve_internal_pos,fuel_valve_encoder_pos,fuel_valve_velocity,fuel_valve_acceleration,fuel_valve_nsec_per_pulse,lox_valve_setpoint,lox_valve_internal_pos,lox_valve_encoder_pos,lox_valve_velocity,lox_valve_acceleration,lox_valve_nsec_per_pulse,pt102,pt103,pto401,pt202,pt203,ptf401,ptc401,ptc402
0.00101126,0,81.00000000,81.00000000,79.93799591,0.00348687,3.48687124,500328,73.98039246,73.97999573,73.34999847,0.39564070,395.64068604,2232213,590.55859375,539.33593750,259.43750000,766.68750000,481.76562500,710.79217529,13.36718750,11.65820312
0.00198011,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98059845,73.97999573,73.34999847,0.60163438,205.99366760,2232213,592.02343750,537.38281250,259.68164062,765.22265625,481.27734375,709.57147217,8.97265625,13.12304687
0.00297258,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98079681,73.97999573,73.34999847,0.79999858,198.36418152,2232213,595.92968750,543.73046875,259.43750000,763.75781250,481.76562500,714.45428467,7.99609375,9.70507812
0.00395392,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98099518,73.97999573,73.34999847,0.99836284,198.36424255,2232213,589.58203125,542.75390625,260.41406250,764.24609375,484.20703125,711.76873779,13.61132812,11.41406250
0.00496247,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98119354,73.97999573,73.34999847,1.19672716,198.36430359,2232213,592.02343750,538.35937500,260.41406250,762.78125000,482.25390625,708.35076904,9.70507812,8.72851562
0.00596821,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98139954,73.97999573,73.34999847,1.40272069,205.99353027,2232213,589.58203125,540.80078125,259.92578125,763.75781250,482.74218750,714.45428467,7.99609375,14.58789062
0.00729129,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98159790,73.97999573,73.34999847,1.60108495,198.36424255,2232213,588.60546875,547.14843750,260.41406250,762.78125000,485.18359375,707.86248779,11.41406250,9.94921875
0.00817454,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98179626,73.97999573,73.34999847,1.79944921,198.36424255,2232213,591.53515625,544.70703125,258.94921875,768.15234375,484.20703125,704.93280029,7.75195312,10.19335937
0.00899110,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98199463,73.97999573,73.34999847,1.99781346,198.36424255,2232213,592.51171875,540.31250000,260.16992187,763.75781250,478.83593750,710.54803467,14.83203125,15.56445312
0.00995400,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98219299,73.97999573,73.34999847,2.19617772,198.36424255,2232213,590.07031250,541.28906250,258.94921875,765.71093750,484.69531250,709.57147217,12.87890625,10.92578125
0.01096538,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98239899,73.97999573,73.34999847,2.40217137,205.99363708,2232213,599.34765625,537.38281250,260.41406250,760.33984375,480.78906250,708.83905029,7.75195312,9.21679687
0.01196922,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98259735,73.97999573,73.34999847,2.60053563,198.36424255,2232213,591.53515625,537.87109375,259.19335937,760.33984375,479.32421875,709.32733154,9.46093750,12.63476562
0.01315401,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98279572,73.97999573,73.34999847,2.79889989,198.36424255,2232213,592.51171875,541.28906250,259.19335937,757.41015625,482.74218750,708.35076904,8.72851562,8.48437500
0.01398182,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98299408,73.97999573,73.34999847,2.99726415,198.36424255,2232213,593.00000000,543.24218750,259.19335937,761.80468750,485.67187500,711.52459717,13.36718750,13.61132812
0.01496754,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98320007,73.97999573,73.34999847,3.20325780,205.99363708,2232213,593.00000000,545.68359375,259.43750000,762.29296875,484.69531250,712.25701904,9.21679687,10.68164062
0.01595345,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98339844,73.97999573,73.34999847,3.40162206,198.36424255,2232213,589.09375000,541.77734375,260.16992187,767.17578125,480.78906250,706.64178467,8.72851562,7.75195312
0.01693630,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98359680,73.97999573,73.34999847,3.59998631,198.36424255,2232213,600.32421875,535.91796875,260.41406250,764.24609375,479.32421875,710.30389404,14.09960937,11.41406250
0.01795905,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98379517,73.97999573,73.34999847,3.79835057,198.36424255,2232213,593.97656250,543.24218750,259.92578125,761.80468750,479.81250000,708.83905029,8.48437500,13.36718750
0.01914364,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98399353,73.97999573,73.34999847,3.99671483,198.36424255,2232213,589.58203125,539.82421875,260.41406250,759.36328125,484.69531250,703.95623779,8.24023437,11.16992187
0.01999331,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98419952,73.97999573,73.34999847,4.20270824,205.99340820,2232213,593.97656250,546.66015625,259.19335937,758.87500000,482.25390625,707.86248779,9.46093750,8.24023437
0.02096498,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98439789,73.97999573,73.34999847,4.40107250,198.36424255,2232213,589.58203125,543.24218750,259.43750000,757.89843750,483.23046875,715.91912842,12.87890625,13.85546875
0.02194896,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98459625,73.97999573,73.34999847,4.59943676,198.36424255,2232213,587.62890625,538.35937500,258.94921875,759.36328125,482.25390625,707.86248779,8.72851562,8.72851562
0.02293651,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98479462,73.97999573,73.34999847,4.79780102,198.36424255,2232213,594.95312500,542.26562500,259.68164062,760.82812500,483.23046875,711.03631592,12.87890625,10.43750000
0.02399034,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98500061,73.97999573,73.34999847,5.00379467,205.99363708,2232213,591.04687500,542.75390625,258.94921875,762.78125000,485.67187500,713.23358154,9.94921875,8.72851562
0.02504215,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98519897,73.97999573,73.34999847,5.20215893,198.36424255,2232213,594.95312500,532.98828125,259.68164062,763.75781250,482.74218750,705.66522217,7.99609375,10.92578125
0.02596854,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98539734,73.97999573,73.34999847,5.40052319,198.36424255,2232213,595.92968750,538.84765625,259.19335937,766.19921875,482.25390625,708.83905029,15.32031250,15.32031250
0.02696904,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98559570,73.97999573,73.34999847,5.59888744,198.36424255,2232213,591.53515625,538.35937500,260.41406250,761.80468750,479.32421875,710.54803467,15.07617187,14.58789062
0.02795854,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98579407,73.97999573,73.34999847,5.79725170,198.36424255,2232213,593.48828125,540.31250000,259.43750000,758.87500000,477.85937500,706.39764404,12.39062500,13.12304687
0.02893406,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98600006,73.97999573,73.34999847,6.00324535,205.99363708,2232213,593.00000000,543.73046875,258.70507812,754.96875000,482.74218750,703.22381592,10.19335937,9.21679687
0.02999239,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98619843,73.97999573,73.34999847,6.20160961,198.36424255,2232213,596.41796875,543.73046875,259.68164062,754.96875000,483.23046875,707.37420654,8.24023437,13.36718750
0.03113426,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98639679,73.97999573,73.34999847,6.39997387,198.36424255,2232213,586.16406250,532.01171875,259.43750000,757.89843750,478.34765625,705.66522217,7.50781250,8.48437500
0.03197961,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98659515,73.97999573,73.34999847,6.59833813,198.36424255,2232213,589.09375000,537.38281250,258.70507812,759.36328125,478.83593750,707.37420654,8.24023437,7.99609375
0.03296418,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98679352,73.97999573,73.34999847,6.79670238,198.36424255,2232213,590.55859375,541.28906250,259.19335937,762.29296875,480.78906250,707.37420654,14.58789062,14.34375000
0.03394827,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98699951,73.97999573,73.34999847,7.00269604,205.99363708,2232213,588.60546875,544.70703125,257.97265625,763.26953125,481.27734375,709.08319092,10.43750000,11.41406250
0.03496481,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98719788,73.97999573,73.34999847,7.20106030,198.36424255,2232213,592.51171875,541.77734375,260.16992187,760.82812500,479.32421875,709.08319092,14.09960937,11.65820312
0.03598279,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98739624,73.97999573,73.34999847,7.39942455,198.36424255,2232213,590.55859375,536.89453125,259.19335937,760.33984375,480.30078125,703.71209717,7.26367187,11.65820312
0.03743272,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98759460,73.97999573,73.34999847,7.59778881,198.36424255,2232213,590.07031250,535.42968750,258.94921875,757.89843750,480.78906250,714.94256592,10.92578125,14.09960937
0.03825578,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98780060,73.97999573,73.34999847,7.80378246,205.99363708,2232213,591.53515625,543.24218750,258.94921875,761.31640625,479.32421875,711.28045654,14.58789062,14.09960937
0.03903192,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98799896,73.97999573,73.34999847,8.00214672,198.36424255,2232213,590.07031250,544.21875000,258.94921875,760.82812500,481.27734375,705.17694092,7.01953125,9.70507812
0.03996382,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98819733,73.97999573,73.34999847,8.20051098,198.36424255,2232213,589.09375000,541.77734375,258.21679687,757.41015625,481.27734375,707.86248779,14.58789062,12.87890625
0.04096521,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98839569,73.97999573,73.34999847,8.39887524,198.36424255,2232213,587.62890625,543.24218750,257.72851562,757.89843750,478.83593750,711.03631592,13.12304687,11.90234375
0.04193901,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98859406,73.97999573,73.34999847,8.59723949,198.36424255,2232213,593.00000000,539.33593750,258.94921875,758.87500000,480.78906250,706.39764404,9.94921875,13.12304687
0.04324526,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98880005,73.97999573,73.34999847,8.80323315,205.99363708,2232213,595.44140625,536.89453125,259.19335937,759.36328125,477.37109375,708.83905029,14.34375000,12.63476562
0.04405315,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98899841,73.97999573,73.34999847,9.00159740,198.36424255,2232213,585.67578125,537.38281250,258.94921875,759.36328125,482.25390625,711.76873779,11.65820312,8.97265625
0.04498180,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98919678,73.97999573,73.34999847,9.19996166,198.36424255,2232213,587.14062500,544.21875000,258.21679687,757.41015625,482.25390625,707.13006592,10.19335937,11.65820312
0.04597352,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98939514,73.97999573,73.34999847,9.39832592,198.36424255,2232213,592.51171875,545.68359375,258.70507812,757.41015625,479.32421875,703.22381592,7.99609375,8.72851562
0.04695458,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98960114,73.97999573,73.34999847,9.60431957,205.99363708,2232213,586.65234375,541.28906250,258.70507812,755.45703125,481.27734375,709.08319092,13.61132812,12.87890625
0.04796734,0,81.00000000,81.00000000,79.93799591,0.00348687,0.00000000,500328,73.98979950,73.97999573,73.34999847,9.80268383,198.36424255,2232213,593.00000000,542.26562500,259.68164062,762.29296875,476.88281250,704.68865967,7.99609375,9.21679687
