time,sensor,value,event,system,source
1772905880869446,gnc_lox_is_on,1.0,,atlas,gnc
1772905880869464,gnc_state,1.0,STATE_IDLE,atlas,gnc
1772905880869464,gnc_data_queue_size,0.0,,atlas,gnc
1772905880869464,gnc_sequence_number,129188.0,,atlas,gnc
1772905880869464,gnc_controller_tick_ns,0.0,,atlas,gnc
1772905880869464,gnc_pt102,0.0,,atlas,gnc
1772905880869464,gnc_pt103,0.0,,atlas,gnc
1772905880869464,gnc_pt202,0.0,,atlas,gnc
1772905880869464,gnc_pt203,0.0,,atlas,gnc
1772905880869464,gnc_ptf401,0.0,,atlas,gnc
1772905880869464,gnc_pto401,0.0,,atlas,gnc
1772905880869464,gnc_ptc401,0.0,,atlas,gnc
1772905880869464,gnc_ptc402,0.0,,atlas,gnc
1772905880869464,gnc_tc102,0.0,,atlas,gnc
1772905880869464,gnc_tc102_5,0.0,,atlas,gnc
1772905880869464,gnc_adc_read_time_ns,0.0,,atlas,gnc
1772905880869464,gnc_fuel_target,0.0,,atlas,gnc
1772905880869464,gnc_fuel_driver,0.0,,atlas,gnc
1772905880869464,gnc_fuel_encoder,-0.035999998450279236,,atlas,gnc
1772905880869464,gnc_fuel_is_on,1.0,,atlas,gnc
1772905880869464,gnc_lox_target,0.0,,atlas,gnc
1772905880869464,gnc_lox_driver,0.0,,atlas,gnc
1772905880869464,gnc_lox_encoder,0.0,,atlas,gnc
1772905880869464,gnc_lox_is_on,1.0,,atlas,gnc
1772905880869475,gnc_state,1.0,STATE_IDLE,atlas,gnc
1772905880869475,gnc_data_queue_size,0.0,,atlas,gnc
1772905880869475,gnc_sequence_number,129189.0,,atlas,gnc
1772905880869475,gnc_controller_tick_ns,0.0,,atlas,gnc
1772905880869475,gnc_pt102,0.0,,atlas,gnc
1772905880869475,gnc_pt103,0.0,,atlas,gnc
1772905880869475,gnc_pt202,0.0,,atlas,gnc
1772905880869475,gnc_pt203,0.0,,atlas,gnc
1772905880869475,gnc_ptf401,0.0,,atlas,gnc
1772905880869475,gnc_pto401,0.0,,atlas,gnc
1772905880869475,gnc_ptc401,0.0,,atlas,gnc
1772905880869475,gnc_ptc402,0.0,,atlas,gnc
1772905880869475,gnc_tc102,0.0,,atlas,gnc
1772905880869475,gnc_tc102_5,0.0,,atlas,gnc
