time,queue_size,motor_target,motor_pos,motor_velocity,motor_acceleration,motor_nsec_per_pulse,pt202,pt203,ptf401
0.23202148,0,61.08589935,60.79499817,225.00000000,0.00000000,45653,134.52148437,699.21875000,1364.74609375
0.23305531,0,61.19419479,60.91874695,225.00000000,0.00000000,24815,120.84960937,692.38281250,1355.95703125
0.23405196,0,61.30248642,61.01999664,225.00000000,0.00000000,25008,121.09375000,692.62695312,1355.95703125
0.23505875,0,61.41077805,61.12124634,225.00000000,0.00000000,24972,134.76562500,699.21875000,1364.74609375
0.23605125,0,61.51907349,61.23374557,225.00000000,0.00000000,24935,121.09375000,692.87109375,1355.95703125
0.23704509,0,61.62736511,61.33499908,225.00000000,0.00000000,24375,121.09375000,693.11523437,1355.95703125
0.23807949,0,61.73565674,61.52624893,225.00000000,0.00000000,24987,131.34765625,695.06835937,1359.86328125
0.23959725,0,61.84394836,61.75124741,213.00000000,-11999.99902344,24953,120.84960937,692.87109375,1355.95703125
0.24013838,0,61.95223999,61.76249695,201.00000000,-11999.99902344,26905,135.00976562,699.46289062,1364.74609375
0.24106005,0,62.06053543,61.84124756,213.00000000,11999.99902344,27980,134.52148437,699.46289062,1364.74609375
0.24205157,0,62.16882706,61.94249725,225.00000000,11999.99902344,26840,134.76562500,699.21875000,1364.74609375
0.24305360,0,62.27711868,62.05499649,222.12217712,-2877.82275391,23403,121.09375000,692.62695312,1355.95703125
0.24402545,0,62.38541031,62.14499664,225.00000000,2877.82275391,58838,135.00976562,699.21875000,1365.23437500
0.24504517,0,62.49370575,62.25749588,225.00000000,0.00000000,24940,135.00976562,699.46289062,1365.23437500
0.24603093,0,62.60199738,62.35874557,225.00000000,0.00000000,75385,121.09375000,692.87109375,1355.95703125
0.24702701,0,62.71028900,62.45999908,225.00000000,0.00000000,64642,134.76562500,699.21875000,1364.74609375
0.24804166,0,62.81858063,62.57249832,225.00000000,0.00000000,24920,120.84960937,692.87109375,1355.95703125
0.24907120,0,62.92687225,62.68499756,225.00000000,0.00000000,24323,121.09375000,692.87109375,1356.44531250
0.25002989,0,63.03516388,62.77499771,225.00000000,0.00000000,67368,135.00976562,699.21875000,1365.23437500
0.25105530,0,63.14345932,62.88749695,225.00000000,0.00000000,23957,135.00976562,699.21875000,1364.74609375
